eleve_id;date_naiss;classes;sexe
5xcV5br7C2zJrSB4kT1HwK3uQvS7K2z9ugBLhuEOl10;2006-11-04;Terminale;F
iiXEnRZK5B2XG_oMkFjzHzgVrrGTgY30Vpdz8Shx7TM;2007-08-02;nan;M
o-V6pAyewRtccY7q-YKRMiOpp_3siUkpRFjmN4A4kzw;2012-12-17;6C;M
uMSzpFm8TAOYVLNFwxH2uwYxEJGi8jKoowFykTO2e30;2009-09-08;3C;M
2sU5I1MhpxCLFNiXe_Z_D_-wCAnjzAsqD4TGEahQO9I;2013-09-02;nan;M
baIi6DHUsn7HKZ2ZIq2HL_6w6nv4CnTgjcH2lAd01_8;2007-01-12;1B/C;M
TX3WJF0-DXHLUkuE3It-c3nVcJCxC8I8ruWdpuj_1yw;2009-07-07;3A;F
koENBTNZ4we3keCEC9xO8Pm0jn8zzPpc56Xp9IINLtw;2007-03-29;nan;F
dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo;2007-10-26;1B/C;F
ICrWRbasGSfb5vMg3cIs3COzfQEcJGFgO5ff7r_QL9o;2017-08-16;nan;F
tycyurgwHzrIwyBQ5VpnrOyFwhJ93OPGNGo0UddvmJw;2014-02-05;nan;M
6f40NN6_onsOjdsNneeUruTeNvn2kiFwOW5zKB7gQlI;2012-05-23;6B;M
6IeMiINPhVOLvzZ45O4__-829VikJrQ3Tx9iWXsdBvQ;2015-12-19;nan;M
de1j-LZT56hXdR5qb4W22ltzQjxO2MyHj1hlIEnI4IU;2014-10-12;nan;M
LAnVonpqirXaZcrr7J7TXswrOaHHahvtDg-lfB37MX0;2013-07-02;nan;M
pycDC0nq1KaWoRUUh1d3vyBeAUdIBEozFC2aUiTKTB0;2007-10-14;1B/C;M
CYnlLgSIo3pT81vA0MvUBsUaS4URFmbnxTUc-_qEF_M;2009-01-13;3B;F
KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q;2009-09-14;3C;F
R1ARz93FJ4YPhmxNddcBryFR6KZ4xxn3doDFWTqQ6Jk;2018-09-26;nan;F
PRKXZXVpB7VuABB-FavyfzKffXdDZfVABEfPKVTsMjw;2011-02-21;5C;M
kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw;2011-12-07;5B;M
gLtSfEVNeeWE2pg9R0qzWgJ2ZUHi_wg-y5UTd-Rplfw;2017-08-18;nan;F
wJM0bN_1KAMaYr2wW-_pKLr0l1Atsgvwaqz1n8uhMxE;2009-03-17;3C;F
ZULly18Ye8qIqxlESrMZN4R3TfPZ0Y_1jZrSn0neLq0;2011-04-28;5C;F
8VEoZYSs8FO_jWTIpRxj3kxxcdqgoM_gcEIoEWkY2Ak;2012-02-14;6C;F
dH3pxTl4vP9gMxfi07eF3Rixt8dk2HtHqTRbQ1RfgqI;2013-05-27;nan;F
SZ5rg5IrisSLP9uUiHYDzbs6e5ZUnqGaHxMNEJ5DmTM;2008-10-17;2C;M
9-JJpvR3-lvBmWV8imI5fa0ojcEo-oeh9QdZvtV8bhc;2011-08-18;5B;F
s6krPQdlnjRbH1kx03vuOJgLJCuBGrXgEJ5hZTOrDYM;2011-08-18;5B;F
exRVV_-T_FR3v4nFoNliU8C7C-trttGB3SS4OaVqmXA;2014-12-03;nan;F
qrHVYcMjskoFpEVsQFCjYsiDI5zQDDQEDnQHhEjoPCk;2011-11-18;5A;M
i_r-QUu_RNzJJC2nLSjxms_VxjzhdLaGQOwpEFhj99M;2010-08-15;nan;M
uepqpa_JsfrYacOUpJ7HPdKTMk3VUmS8sPFJqVUAkBA;2007-07-09;1A;F
2Cz1KSYCGM9lxIKEDYIDpp7Ci5n1dB4zqcZO7VQkZvs;2013-08-13;nan;F
tMrca4NJmex2yYTrmBEnV_qaJ9wl9vi1KeD-FgasoSA;2015-08-31;nan;M
Q9B2-5rPJizw-Qwh1z71dzHGDxJEvArymmKMGo4favw;2009-08-28;4B;M
HxDZySNoFWqwYCOepgdfFflfowH7e4Kgt7P6V7aZiAQ;2016-04-20;nan;F
vl6EQDR2-Naol6OzqvkgGAoGDoy7ff3xWVAEmysZDRg;2016-04-20;nan;M
HWmyDahTf7tcOpD17UWXkwi4J5HRvS7ZnYotFYlRDc4;2013-09-06;nan;F
2ELG_7LO4fkMxVurqy0qzYk-faXSbnB2RCmSLFoOICw;2011-01-29;5B;M
X5u-krVBPLm0nzgExOCUrvoC2U8MV7CsG9dPeY0_Awk;2013-02-04;nan;M
uhcqozlzxwuhN1i4sj9z-0rkjxpW9ux4MdmYsjtmzxI;2018-02-20;nan;M
Dk8TCxuLERBKTm6pqWPi7BDHOeVuQo4Q4d2pD1HVhd4;2006-05-31;nan;M
JHYd1MgfXnPiuky3c7pRl9yULkgGAvRMq3lTFwdVJOI;2016-10-31;nan;F
EBOvxm1RNuPgwDjVuZAPXRCnUS5xXABqILDF2XhzNg8;2011-08-12;5B;F
naQhiGDq_QN1rhBDb5n-N-vzsPxbD3-KltT9bhMOKEI;2009-09-10;3C;F
YlKUtHfJp95_BMk8OleUIcAeQHjm9DqRrnruqCNbVUE;2012-05-11;nan;F
isDwkg3qpzKsYY2tNCnBVk3eqC5huMqRulGsxLeWlEs;2007-06-19;1B/C;M
wZ-b-Nnv1Zgm1eMTkZ59dMThSUg1armkAN80Ia4xkxk;2011-01-02;5B;M
-NQ-j5jGc8q7NqwTdoI9rWLETxUtt0QrM4OMvL0yWFg;2007-11-19;1B/C;M
bbFieIVzNU33iPown8966ROdaD_8GxrXGIBi7NDqU08;2013-05-06;nan;F
M-eoQyQyHo9znNbt-CD0N5sbPEaD6VNP64scUGqj5SA;2014-11-04;nan;M
JeBWaJUFhFs4sWd82UQWnxQm0aKHZWZzdgFC5hUqmzo;2010-10-25;4C;M
SjgCQVCpaQSrmTwcARsnByEN7FDti0z-EID4_WkxnWo;2013-11-16;nan;M
ZdNW2g4p1X0O0OxREdJ2FUQ3y77vYEfMy-0FCgGiBXs;2015-12-12;nan;F
g2qxECTQ_-SDkeZBNh18jtjeyFXJP17KViihPIFCauo;2018-12-03;nan;F
MQ4t_f4qZVEpUd1o4jZpRoBN74oBv7m8bspdR3VxPOU;2017-02-23;nan;M
6y1mx4tCsMbx2tJDL4CSYzWEVgR_7bssZO8AuBVFY5Q;2008-05-16;2C;F
UBbUaMVWG5sFpvKbazxelyHMpOFOHg1TTbinGo8ncWY;2012-08-16;nan;M
r3E5AVvAB09OfZvzgMxeNJ9Z4ukLODmPVmqyE4dN3mI;2008-05-24;nan;M
hsSAOla1STc1Fq4bCkXZHiytHKTH8rdybHDVIKu_m-4;2014-04-23;nan;M
8ZBRB-dKktwcxu8BPUwMWhfKdKDzzs-BqcAhaJBrVyM;2011-12-27;5C;M
HBSW12kPpCTTYlT78896CTaBlr8SY6fln-CkE5ZPeCE;2011-01-06;nan;F
s8Zqsxs8YeKpxuCh0hapwS5NtLf77xsE8b2xhmi7Btk;2015-02-12;nan;M
c5oDRXJbzGGC6V2p0gTkCmFYLQl1JwqlaQ7wRQkX5G8;2010-11-09;4B;M
TjpGMxe-4f5Mskv6iAKl0ESjRuMiSuhiWI4-8s3tXP4;2015-09-10;nan;M
FMw9xOeWwXH_D0by6meO160aD6lawKR6o-oLSC36S7Q;2017-04-21;nan;M
BmQsSMw_UnkwXEjrbJzx0bqr1jEGd2IVlVaQZOBvJaE;2014-06-23;nan;M
JNTClD0kTD7qkt-oRI4Bi2hTtOOEQjfP3LAy60GDaB4;2018-05-03;nan;F
_G5Z6T9Q0nD5minON0L_H-PKYtLQohRpvTt0FkqFmHw;2016-10-27;nan;F
RXEDK4bq_sxDCZ3bS2dl3dB_QVMOzsLPEfkhpeLDiEg;2013-05-25;nan;M
mBwQUKaIUFpVrtQD4UHoH83JjMhWSIDtnK4mALlHDu0;2014-11-20;nan;M
1A9mK8zyR4O1s_lW3qz5jRle48vbDaRnRHR8rU7JjDU;2017-04-19;nan;F
akrxx1TymB9Bajcq46WhbP23rwlsMEm7l-rjvJezhss;2015-09-02;nan;F
WgOuSMmIl3OoTDUzRJRz6R0_UJ4cW9uIrW0FsacqKBk;2010-01-05;6B;M
coIYheSxjh2RnyFVCDZNEloP7eDsjwExSqXm9svGUlo;2013-03-08;nan;M
jJqTE54xyC8HEGN8F9nBzt-rmzbIoDDYmIuw3iuPBfM;2017-04-05;nan;M
0rEiqnzD6YACL5c5bqgNSADuMoEEDh4Te-HwBP9oF6U;2010-01-18;3B;F
agMhvAB1Un5Tv4_WALob9za-emUQgzvNNHWIVlNuPi0;2006-07-03;Terminale;F
IOQRC5vQVN4Afi91Waqburacc-Uh35I0sf2ubVdqM34;2016-03-10;nan;F
QOLyFWFY20WE1Yx21c2Lw8s-5HsRztBiYD9FNK6iBN8;2013-10-29;nan;M
9iTtYCl5SUnf6VWKv112lBPvZYx6QbTrQ8aea7x9fsM;2016-01-01;nan;F
PLfNCUqOUlxw1H1az_cjgV2yoW5Ago62H4WGRzGrx6A;2007-10-21;1A;F
REVoFUbySeWOeruxqkjAqd_2X7yOazx08zGDcK3ual4;2015-12-25;nan;M
7jewNDq3sKFX49MMpfHa7SUVf2DWtQbuTSK6_o9kz_c;2007-12-24;1A;M
uU1kVQspP1w8J0wBXwDmcy-zPvmW8T-Qo8STm1mOtuI;2014-09-03;nan;M
JIAmBZroUsqO1xtvbfUDEHoDVM1OsR2DtaVoppOilFs;2005-12-12;1B/C;M
vvEYSPZIRBhsU-aIoQbrBiTblqPWtG4GEOwIrVwJPY8;2010-12-03;4B;M
D7SrZe5FJpEcXtimwcl0oGB5RtUsDU1S84r8b8fYO_I;2015-02-12;nan;M
9b4kzO5A8fpkhfHTjXL9kW6Mo08tfFTZ9-SlCLZZiZU;2010-07-24;4C;F
n5N9nCNvwq1X_JmWzDuQq4B7zhadASmZy_96EuiTti8;2010-07-11;4A;M
LVUsna8IB6DxgSeEIjKbeRQ7m_VLEMSpDtDTWBXCWdI;2014-01-08;nan;F
LnSXCVzE4U9IVBDjeqi9PkHfcLkewATR17zvXxRxVWE;2016-12-01;nan;M
NWFoMEvos2g5NbAA0Nld0hOhkrzaMzqeYVFwFXDpUMk;2015-01-19;nan;F
I6pA6km_U-r-sGtRGjmqjPbp9KGIHkeNVMUwLaw65lU;2014-11-20;nan;F
njv6L7PjTPiiL8E3C3NE1q_V5SoNvREco2oOfRydpc0;2010-09-11;4B;F
A3PGWndnWuWn_ayjaHmB4SlKIqQsxWX1XMAgr1rtN5E;2015-03-13;nan;M
9Lw9ruKi9hNO5H2RSCuhGrwB_S_1VFvsRkUAi9a2ra0;2011-02-28;nan;M
kcQVJbnz8MWAnlLIXdAdqeXrzrHMGBxbAMC7SNrxgf8;2013-06-06;nan;M
Hvzmr5ssE3NzMtrxHphQdwQFkT9tg2sH_rfMDp1eHD0;2009-02-19;2A;F
6Ju8_BuXENXSQ8W5aBANAw55NMhQL_GlyyGwasCgras;2012-05-22;6A;M
rQuhliLVTw12-fh9VibilKFQMYdu-Wx5pvruvDquKHM;2014-11-08;nan;M
o9Tzaq3RlBnBkJXiUM401IuTCcYwuODaqTOFUSPRFc8;2008-06-13;2B;F
xt22PDacvasaRVirnrBlSPF0OCszUYZrcM4XwQZZyFo;2008-06-13;2C;F
P60_49b_Xqb6cZqhl3nN18usvG6xKeuFSCMSW3_Ap08;2012-11-26;6B;F
0UKJGNhXQfPZsArqc9_I8ejsxGhZVGez3GO_PXOs0tA;2009-07-22;3C;F
KUEVEUKuDrRmcaig8261nxdk5__nxPqvu-trqAUG4pw;2015-11-04;nan;M
oyP5-Y2fcIfSi40vQSjCqU8gsIYP1m8VY3xCP3VgXWs;2009-06-18;3A;F
zegnVrZniHM7YnsdYvY9NUJqcVKVmjcvw6Dq28nStTo;2017-01-19;nan;M
enbxxX1jitoCJdmQ-wxAKVWbt7ZHpNFSj9hbWEEXvGI;2018-01-22;nan;F
GzOXF4m2FWc45DcNLNFv2bteVOCLZqvgVtdQTmax_0A;2010-12-03;4B;M
F7jvfA1sfJRS4hoeBAckWXKtmijLJ1-N826fAJ-Mcu4;2012-03-07;6B;F
_RgBA3nXOHIIl7kB7ARSRvvhePCh8E1DzCjkLe0n9DM;2016-11-30;nan;M
GtEN37D0KJNfn5Cj02WVe4wT5zAH1A3TILpJISkMc_g;2012-10-19;nan;F
rJGWjTj2JGoGHaUGYzAEZzJVBe1EkS9pFFTGCk5CE9E;2012-02-24;6C;M
w3qw7LNY6qnKGFH7BP9Nk4igCL82OZvws08UVvEcybk;2007-06-08;1A;F
1dWENieZ42-ji5mFhv3t4euQvEt0W1BrwMj5O-vsMKg;2012-12-18;6A;F
9pa5ociDDdUYsMsglyUcV44tA-P4h_DX_eAYWk59zNY;2008-05-25;2B;F
5F2sila9LKzglFUiXxyxsn53xpJ3EVER4ccFw3Nsyfo;2009-04-11;3B;M
VNuv-_-_9KWKgBbsjtBzom3yd7JIwwE3iVOeOfGyg_A;2009-02-03;3C;F
Hyz1dq3WUD6kYHsT6g_Ljj5LkxFeRmpAI2tThMIssmk;2011-11-20;5B;M
BskYKiPp0xIMHrlbWWJWcJWdl_thT7Xyx5gbYpS3Ln4;2009-01-13;3B;F
zfNU0dkyiDnPz_lAFT9sy03U1vM81d8M-lUjQZs7gig;2008-07-09;2B;M
2o1AV8VbhIT0yJ8xKsLUzQLtjZc8AdqkxdJ2d2lJtio;2010-07-02;4C;F
N7jbgQz1YuSs7ibPHpynJDZRIHZuMDtCBYrifMh11XY;2011-08-08;5C;M
H5w3Vzg1AsiE2Ocb_GEjqjls-WJWowsNHvRgETx_pls;2008-04-04;2A;M
k7YIyKQiNuebA2Z4rkycbgqF7izika9asmP5xMBMfbU;2007-05-31;1B/C;F
26h7fJ37R3KmyV9wgTBh8bLMVL0QNPkV-_Hwe682yhs;2011-09-07;5C;M
-Ju78k2PJij2JMpj6typh49nlbadzwy3LgORhyBrB3M;2013-06-01;nan;F
AJy2oc89YYcAM7BHEktQ3sBJE8ftj3U-ZeaKvXw7LHs;2014-03-12;nan;F
4NDtG4Bgwsa_zyvVNoaBD_bOn-19Hu0jGjZc5UFk5UA;2009-05-06;3A;M
4ZUPLqVm6yVn_jE_XhilRHDNPffW1QlYgZXaaBk47_c;2010-10-04;4A;F
jPMRrNKroE3aDCFmnFArPKej-L_t_9rIJlE_61y6oj0;2012-12-30;6A;M
YjJKBYDdeUZj1WSJ9T5k41AfB9ua_STLIcOf-eBP0m4;2011-12-28;6A;F
gIKpucHPe8l_4vjvEpmQCMWNGlK5sp8fO3MdguAY6F0;2014-10-29;nan;F
TbBFBWQsGJzdH0ZWaDErZdsAmdar-7pL_p9eFOH44X0;2016-02-02;nan;M
xnx5ZnB8XcfIhKayxQGn8aAG1nHm95bbVqtGSvlqcMA;2018-03-19;nan;M
eFBsoAcH5YCQ7zQEIf1gEkc7zYTVprP6GvEqiZFO5cE;2013-02-19;nan;M
ruJfi93S7nR8ewSqkwOGiscxBe0CL5TzmG2KsLAkvIc;2017-07-20;nan;F
I2KmtjeMQLPGFw2WOuJwjnM8I6knZ1F1tnMOD0weOq4;2006-10-31;Terminale;F
XlCCo8bdAdA7WNYKdFFopv9_hYynIXquc_h4Ig5Gd8s;2012-06-30;5B;M
lnBDyHr0Zh-SQqFikz-BsTuCUYzreZJSqbqIFmbCmm0;2008-09-21;2A;M
m1clfb37wTY8-an9M4MouKKh69FZRSa6NcXX_jcZ9VE;2012-06-30;6A;M
lqHV3fJ1ADTENx6RAem9RS-W70N4OPFrDG8f8Zyvz2o;2009-03-22;2A;M
1OKTP3Lppu3WcEM789slZbMZiuXCvPJYRaN-ofJm7nU;2017-01-20;nan;M
rwOoxGsyCQRcTMZlXVTF5bZyTICW0_Uzsy11wSXEsMI;2014-09-03;nan;M
gIMlSLngj1_RyZWWxPfNzUzR3Ks9EDTMU0QJNtoalEk;2007-12-15;1A;F
ZDi0z6IXi1L71t79RBoujUfWupa8ebsDnyzTBaWMZ54;2017-04-05;nan;M
Y2CGzxSZmWqifGCeBOaSpTK7bZXGEuzkQuR5SJ5W9i0;2009-12-21;3C;F
OBvrrUC-OG8Rgbit2mVYSkI3R9HWBUYfQbWlPOTvFfk;2006-11-24;Terminale;M
MZ0szj9MQjFSEiKO-7NOlNeSCyhfDKKsHNYLyddFBug;2014-07-11;nan;M
O7eIkXN5IzasuUKPXTU6jDkhoq6YE4hSC6ntbf2-vD8;2008-10-10;2A;F
_K8Qy5HT8_u948Z6ForrEnFtdpm2RS1ngI0_18vrIgA;2008-09-25;2A;M
hR-GW2zQZZltTNpqS3nmpXZZrGgGks8gWGYRHDMI3-Q;2012-07-19;6A;M
wLE3wE0uzcKycmDIGsgFYYOpC9bm12O72Ct3We-6vlM;2011-03-19;nan;M
8XKkjYJifUwvS-EsUweBmn_iC5H_bal8lX3vHc1Fuwc;2006-10-23;Terminale;M
cVU7GseiHMC-TWyq2kaAIhRcIiWPsk_5L5usOVadFXY;2008-07-18;2A;M
kPdjzeQ_Go2UsWNlo8Htrtp8138Ek0d8SiNdyjvL8yg;2012-01-23;6A;M
D126CQs_qdRdmumGvHlEj-o915Lir5QU-yjYBqjrcrM;2008-02-01;2B;M
b856IJhkj8J2o7v2TvBkxuhsjn4MXH6lXtDofSbkSFo;2013-04-15;nan;F
sfQT2vx2bBkimFprJlSltxWrMMTsg--cbmcMZtUIotA;2015-10-26;nan;M
-54CsKcN64198s7dCZ08D_TrTsEKnlkWc-g5eAazFHE;2013-08-21;nan;F
YtuJxkutFaNfFHc_xKn5PdIY1DrbbyBB9EEvcKIaRz8;2009-02-28;3A;M
VjE0xGxe4jSEegKJNWlJ5L0rELWHJ827VLhg39oBmDQ;2010-03-19;4B;M
FQN-QeltnRtNSYog9hytFDIeSjE6A2lmr29PbsUR1Hw;2012-09-13;6A;M
SRgbx-qH2KxHJyr6eeesDpsnlWohoIJPk6nMaYl4JPI;2016-11-11;nan;M
SCDHf_4cnUXT6gVNESH7jxzdoj6OaJZcXceCxsu-gDE;2008-06-01;nan;F
0Bg4iaIIggEEtkAJzY2IzBgjYwTfs6NsOX5qv39EtyI;2016-05-13;nan;F
m64Plm8odXbt2nL2BmtX4D7BCqA1Ga2zptqaTL4_fxY;2009-10-22;3A;M
aqY7fEhKVm_10N6XdS74Wb5jXrDYuOSdKGovnyC7Si8;2011-08-18;5C;M
1cSJAlnIlvPr6IuRL9sK5lV5sXikHn8UXtF8cDcNKzQ;2009-02-23;3A;M
PthMomtV8LBaylxIhb6PLrLCbcf1N1BM16mvI6sYNeI;2013-08-25;nan;F
7hJVF73M3_Sjtz__HAiFnqdtb1fsg9k9Vp0EAlMj9u0;2017-07-07;nan;M
RQ6Ug26HEHo4eWU5jbeYUeQkLMlFHZDtQBzlRzEABO0;2014-02-13;nan;F
ON1D8DE3DKr3T00cZYE40OYSs_sELNUfhtL85PK9IaQ;2018-04-08;nan;M
IoWYVKZn2CGNx-VZ5dL0YckjmAdY7TE-cVdnI4dPvjc;2008-07-22;3B;F
l3Ebj-mKid7P5PV5Glj6QSuA9_6ELgLnLxwDGqiQE8A;2016-04-26;nan;F
9W7PDf6tNgiXgJ2GUmtLbhqL_RXtyHo3LCrd_OfQvPk;2007-06-16;1A;M
NkINpUUkv8Yn3mBLdIWseVXy9EdGH4IPFEXTNl3Szbw;2012-02-27;6A;M
JxD2NWGKGzc8-f4KJCsabyPcYe_ioeF3E4Bq_-Fxbzk;2017-05-24;nan;F
nPF8A68eXsvKR27TfeXWv6e-p8BkWYQWkOsKGRgaQtk;2017-05-24;nan;F
MOk-pJQ0AqHpckv25vMnXp3hj97P7oCKeQ7gQoJhpVE;2006-10-17;Terminale;M
sZB4-PySt1wSLq8vE48iVRrzXqHcfx24IAAgfLgAKsc;2016-10-23;nan;F
wfXt_U1KMZbK6JiFELbImSqWZ-xPuy3ygMtPLd40xRk;2010-12-15;5B;F
YzHAHMyUIdAnOX0QA0Kl-PeFkW5-RrfvFGGj55VhV9o;2013-06-08;nan;M
K0Wt6oEfvrIJdGXMuYaWbMMDlS6lz0tZPy6AQILeAzM;2012-11-24;6A;F
_dnCXSyTqFJJ2qtaNOyFlHZOzNUUiLz2qVZNuLW4ab0;2016-08-03;nan;M
zbBEU9kOpzAVh4UEJe73lGM3vKVsrUnxQpYITrgQYRE;2010-06-14;4C;M
sdVK8UtLXtrOELtxZOpdpUirZHcJKdhJcve2ByDYndM;2014-12-05;nan;F
CyX2QDA2xOUeUzl92Ar9W1-XcL8l4KQyEgK1raQMR4I;2013-02-28;nan;F
zqxVMwB1ERABWtfoAvnX7j3t8LEVHBEbRAGimWuPS9E;2007-12-13;nan;F
0jf1GItzswu98Dhjv7GjlFwLPJAhrcsu15BT0hbP1Yg;2011-05-26;5B;F
NbfYj6DOUKdDCWxSVFquKQCcjUw-y3CFypYiWLTpdTg;2015-07-28;nan;M
Pxf4LrrQZdufJultvGFZLus3UEOgM7j_Ac2oO16cxt8;2012-06-25;nan;M
URk48fmKhWRCst5rDJT7zc0isNU0NpAd929gUbC-20k;2014-07-20;nan;F
4jg9CmJca6JngNecRlAx5KAocYXqITVqPyX3xArPbWU;2016-08-10;nan;M
Phtk45yjLwcVWQ4ai7m4JXim5KEWfgPxeQ34eNLsW4Q;2011-10-11;5A;M
