eleve_id;date_naiss;classes;sexe
9kwp8FAVb9OeKzA35nPpCXFV4vyoqW3Lcl0ZGHt6RZc;2013-09-18;nan;M
1Cbg7IGgQShVOxbVzyoO-k9Yw7RW5jLBH_qPscgTPd8;2016-12-12;nan;F
StckW9OvjPjfFWGIIQ3x-ASEy8bBDQkVbooA86d-JJY;2013-11-19;nan;M
TDcOZTTefHvGUZdVyHRtKUI7UoCg7JMB16sS9_YgTM4;2009-04-14;3C;M
NuFLagPf86o9xiqsuRBO64qL-brsuVC_jWWPetbpvW8;2009-03-27;3A;F
dfDIl-cfO5wYW1djNXWRh6Lqp5wVNvpYRKv7-bL-Ie0;2011-02-25;5A;M
qytKdqpM1m1lc1PzdbT3tGMwwDtu8mlxoC0vm0HcsTk;2007-11-21;1B/C;F
n4vJmdIHf9J2e4F3G80C9AEs27QKqCtxRUfA9e6eQKk;2013-04-27;nan;F
gwmFQf-IyLAWOTxNb5wz1hdFEMIb2miZRl75bMTdgSU;2011-07-15;5A;M
Ykud0RMrh7h09154GI48oSD3JJ5y40_4beGrEgsPnHM;2010-03-16;nan;F
WM6NO8cn75WhFffq40hjXOeNjVk7aqMquHN4lEW4Xy4;2012-03-08;nan;F
CRYqH8qkWBpNgNCvnQVPmrQ-k3uYOSxSSYKMIVSwB_0;2014-01-27;nan;F
aXYjnzURpCFZFQ0GL8Gb6o5NS3X29d-9NN97AbQny20;2013-08-23;nan;M
2Dstl4nD5FvsxwtVwcRss2ARYjelctyUuQRWLgC8PeM;2007-07-02;1A;M
9ZC6skLUE6-QBqqB8L8wkxygyipNN2KBrUp2dJdITeY;2007-04-01;1B/C;M
QephcYPfP-vke4oZdrLftWyFVXkn8T6n4Cgxrpik008;2012-05-22;nan;M
HRK_WEqKGMIIFzQ3kx_tUUx1RtIo4PY0g-b9a4Uqf4Y;2008-08-07;3B;M
GR1pu1eAOils5TOpvNxpW2rOUAntIvXP0JuaOk-yfCg;2017-05-26;nan;F
Jr3enbgehKbIOS5n2PHYx5MtjJq6k4AzDjLW6Lf4TmY;2015-05-15;nan;M
gq67y99eXJ52BwTQZ4GYpnYltf7tifuQ-yZvRuqrSHc;2008-06-10;2A;M
Faxe6QNFNzK7I_32yNMyef132__nXnCodwo1cb6lKDo;2011-07-17;5C;M
X4mBi76LQyjySwO4k9rY8Wcdew8iI6Yb8hdEaxXyoX4;2012-01-07;6B;M
g-jvPjPnNktcOdDgyLWzOcU2BMlVU9Sat18TqRsiZqY;2015-06-20;nan;M
ZSINIKE6X21M0xQ7KQ7ylow7zihMmJx60TO1w4gF02w;2009-09-25;3B;F
nbNO1s36O83B54-tALZW65QNZiOMWN-YU2tzeImkO6A;2008-02-05;1A;M
jqF4b0ohNN8dq_xqUUMjBUgdx1Q3c6ReEI09LSRqPwA;2015-03-27;nan;F
58oF_H9LN8xn6ot80d57Fy7OYJFTvbdtfPzWBLvapZA;2006-11-17;2A;M
g0QBXRijENnlhpRK2R-N5gIWVRDbIicaztDGgIyM9Bk;2009-06-24;3B;M
1u1hi3OHQmklEbMQdpBREwgLbJQWFDRK326XF_-NfFQ;2016-02-02;nan;F
VKEWDA1A7kkdTKuuKR9WP2jePRmJgwW32qWvRRwnz7k;2007-05-27;1B/C;M
aoFajKKaqUbyoP9QfTQoDrEo_qNeMlAUQ5zTmTn3hSc;2015-07-05;nan;M
FM_3_g9DJ7IwU7sF12J2VaRivwoYcbA-pUR7tY2ypr0;2013-02-25;nan;M
KTGSd-iwS96G57Bz-mI0BhcE_1_gV8x1YT4xVxQlaYg;2013-09-30;nan;F
5-rZybJlCBiLi9xMT0D_wDc8wZphX96g7lOxQCi9Bqg;2016-12-16;nan;M
KvxcS16Ju-amsBLg9N_AJeDa2hrhmfI2pjar31IQW34;2013-01-19;nan;M
II8ZXqwfVXdRtiOa2TCy89fENgmoXT-IEtIwCT-Wrtw;2009-09-12;3A;M
qEBetcMrPuKHIloYY8JBB-Ob7AHI-htN64SA5shteBw;2011-11-14;6A;M
jVYqL3_x1KiRr20cVpiUyqXFkk5dsRNsS88eFrK8lnA;2017-03-15;nan;M
a2cb5C3sh5LyHOOato_PmhCWpbRBXPj3lmxGzFG-9eg;2013-12-30;nan;M
u0Qwuhv-pYhNw9T0x9oALkQgu_HpVke0S8JBJpEuNic;2007-02-16;1B/C;F
oVv_H6G_7TCbyJ6daDasunBLLWIvI5JFfHdbK5MuNSU;2008-09-29;2B;M
oWXawXIaqEnZJIrW1yJ1FrjL-UKdcp5DQonFyCXBkys;2018-11-23;nan;M
CdDSN7hiSWj7KMnZU-D_cC2orlig_s0TirU8cOn8FMI;2014-04-07;nan;M
wlmDsqOTqxcRSgLo1d0LwumgjUAJxnuC6YjEwF1rsk0;2015-09-21;nan;M
hJXlvcNlnnMa2yZ2V6bdgnWL-KBXg7p3xwuMXTHnMmM;2014-06-06;nan;F
CpQvR-KVaf87i12y9pNKDOzJJflBZ1TCHMC3vgNsUIg;2010-02-22;4B;F
zwf12jyJmeJnRQAFM-x-aujHf3yK9Ou3q5uIXEXGKpA;2012-04-10;6C;M
e4VbWbGuk_2K-whNoVEk10duiCsxK-YlqZc8imar_Z0;2013-02-07;nan;F
whzgTYMwWNLblIbyt6Ys3Hz7v8X_kFZEXyE66LjopuM;2015-07-10;nan;F
E_FSqV8cspE5efZPeU2f90oCVUoDjTKFnihlohPUc5M;2013-11-10;nan;F
-l37j9LGszZM4s0hqkhpGizyx6yXGIDC7sc9_gHieC0;2009-12-22;3A;M
0DfSEwZh4Y8ECT3qsHm4OD2S7658Uwj2fqX3OurVAV0;2012-07-06;6B;M
6cysh7_KaV6t8FSls4RPZ8APsS_QVYE8UvMXCZUsQs4;2008-10-06;nan;F
dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4;2010-02-08;4C;M
5lkXbcIIJApKiSddPZmqPgZiTbYUnXNrAxgBdrNQuIs;2014-10-31;nan;M
6Pbd7oxjZdFLB3wZNNmsG8gkSP2XhH23oNBDBLA5dE8;2006-03-28;Terminale;M
OBqWXID_6gXCg-qkqRd-KPCuuuh7La5TdolkHvp2F70;2009-12-08;3B;F
FBN6EGeamcjv7wFNtJht0qWIIzmX-hnV2QgBVnGVhPE;2008-03-14;2B;F
A_l4MJD3i8v9vlGk1GvAUW0wuOQX2CywHMGLwTHdWzM;2015-04-20;nan;F
kQVzmIHaf9fDXWA5-PbHytpoapRKuM6UOzdXNsgZfSo;2007-12-04;1B/C;M
Fu7w5M2QEnVsYdcOTqF99dPmRo-YGVwJDOekKtW_BAc;2007-11-26;2B;M
ETfl7evlvj0E7jqY-pMLlQk1GRq2IRtmTr7fW9Xy9lI;2017-10-12;nan;F
Xff1jqDliDAxc7fsjz4a9RPIJ92j8O2JTXcZml4kmEU;2011-11-17;5C;M
An5tktr8-gydpY4qM-IoLNUyFN1xCsQHuJKr8L-5nE4;2013-09-27;nan;M
DYJJjbzBTxMK1bv7nsHZeYYop_kkIucL2x-BDbF_ntk;2008-10-08;2C;M
J1wWBJIc6vmZjpU6ONqn0ls9Aei0yGjRAL_f41Zk9KQ;2018-10-17;nan;F
FRSZlgS4IOvQ3mdNeA7kyEHn6m1bBG3kYD1HAfPUjGA;2016-09-04;nan;F
cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I;2008-07-22;2A;M
I0g9FsiZISAZogVFz7k2h4WvmG2_tNNshWd2GdR-iQs;2012-01-06;6A;M
QMSXYlPZubea3EiBa86bwVxIX9kQj0zX1XSATau4jiM;2007-10-29;1B/C;F
BqQWGohht09zImwjfqc_3kHmYQR4YTSJ2cVmGz1xIHQ;2008-12-10;2A;M
Y-n3cnKC9KSOYAbodsCLLBXspKrQvNCUDP8r6Z-0xQk;2011-06-06;5B;F
DBhZzjjKoAHCYqkYhYxx72oXkJ3IHKUhagBJnREviiM;2010-10-14;4B;M
IY9SLu3-xtrlIbMn0cISK7EHTLsePYGq1VYqdDay2C0;2014-08-04;nan;F
K0ZQwmIRRB-hfS1GlBe2r2zKL77MPwK3-ktGwC4yZKs;2013-09-23;nan;F
jzJgdHKN1bueaTGTykZcH62dl4Pb_XXslGF6Sdj8toM;2015-07-06;nan;M
QM9nVsPS03PngkDfwDzAOH9_C8DQc2ghjenuhMDJTWU;2016-02-10;nan;M
r4pwXFDoMb1Cy8CDdMs7rlv9ZJbuurAb7koDG5SD_fE;2013-02-11;nan;M
F0oi2oxI60MepM1njREtsihsXp_ypixPgj9JtXlhQlk;2008-02-19;2A;M
EW9Wk4B8_I8AeK-b02GJMcnGyRWMoXOxJpZh_EOOmkI;2011-12-04;5A;F
DYpGbjjVjx79At3flFAq4r54Tk2i4vSsQH5_N0kb1Rw;2007-07-25;1B/C;F
-76Ox6E3QPlYEeZC1FlqXjfy-inRpcssGvmJOrjq3pk;2009-09-10;3C;F
dS99cEPZdJ7rs3J805lUZq8nYZXS6adUa-UDZnVw3XM;2008-08-15;2A;F
uxkV8ckwh8DzQ10DAuWZDgcUr7sZdsNG4f-ai_v_wvg;2010-11-22;nan;M
FcrEY7cykjsgP5g19h7LpgYqcoowZH4lL2SEYzYZR_E;2018-10-23;nan;F
6g3cqG-wW1gNfSprVjMJ3x0KYyIb8PoH99kev-dsOhE;2011-09-12;5C;F
vQDQgu8xU5npft0V1pspy1NM5X_SjoQ12J8RKwjbJUQ;2010-07-11;nan;M
eweEfjsG04rD7ziONtw5wbnXdL-gPipAf9o4qg4Np-A;2015-07-07;nan;F
SDrata6mhqk9Qgak470L6AWgU6MJ4KDLZVk_6NEJwYg;2010-09-10;4B;F
ZzZvoyMYwrVbciTPVkzMLv0vxPOEcR5cgsfowxSs3WQ;2007-05-25;1A;M
1wZhYRc3BqNm1CzdfOwCFDuz4BIZOMmP7Ji6Fk3lvXM;2012-12-22;nan;M
FJkOPghUkFUxMzWWpIjgBrOozZfdTiqByOLJ3G7K7kQ;2014-12-20;nan;F
j58-PmodpprnCaAGjUu1-tkk2jW5CqTdeCLaYgyvtnA;2013-01-29;nan;M
xkfZC8M7V2xck6tJFMrDiyp_87Mm80smQwhClbFJdsQ;2007-12-07;1B/C;M
MaOKsI16BKobognFDU9bx29Ur1Gpj4vt-g_rGDmNkrY;2009-11-03;2C;M
PllJP6QqacXbzFavKiXFL8DiuTxNf9wSKAkmEPE-Gko;2009-05-15;2C;M
hwQN5f5Ts-VkVdpkpJ0UJ2kSbJ3MxkrnKBw2o_Qhm-g;2012-04-03;5C;M
JxcBe0qc_OJ8sM7HwzJs7iRd75h6EHdAJG7EFOlqWmk;2017-03-21;nan;F
xDDSHjWX6aeMi5JhCWcgk7i2ijFTdJ_4p5E0DNoI_2s;2014-01-06;nan;M
utPLMde5vIIS-xggFM1YKXPNkpEZZMfBEXvlbgpv0j0;2009-05-15;3A;M
jcP3ELktQ3nl90WgfmK-XgFHjsGUsXfVYA4S2NHJ1Xc;2009-11-24;3C;M
taNEk7CDt32WpfZuusIPgAO04GXEJ8IznYh28B8mAVY;2007-05-05;1B/C;M
DRvJbEBKMlb7iveF4U0UOwmW8mX6XbciE5MBwR-gKW4;2010-01-07;4A;F
osRq9D-3-bIyPNSAIcfyge_bCzM2oz9UtCCe64mB1ds;2007-03-09;1A;F
oSHXzw2GIi4XBcygPsIKugb7S7aIo1ri4XO2UP_bRXo;2006-08-21;Terminale;M
u5aqcItw1tIc_vFh2J_j3y3ogg5X_enSky9OALFL5Dg;2008-10-07;2B;F
77cHeE_kylTwAOgWVO7M9LXssQdOVaaiFfSvYf58Q7U;2008-11-27;2A;F
AO_D3RgWzhljKnQ3SActQBG8tsH0KpD-ayyGgGN07Cs;2014-02-18;nan;F
cJmf1-ED52_3acpoEBVHo3Fx9fKto2OxEY_z7ABK2Ic;2018-06-04;nan;F
ZVWX21mudy6_Z3coZ6kbJ1eSgpphs006jl8fZJPnmA8;2016-10-01;nan;M
LNQ8W44zxAo-Ac9RkTBafe-p_bGo_K3WwtIQCIeZmEE;2014-10-23;nan;M
GSGwN2HfYw5p4UWS37I0sZttZy03d7dnX6QukgeyUn8;2016-02-05;nan;F
x2E2PPws4bGwRUluGBZiee8FcbWWu6kIz05m0QmbLdY;2012-04-05;nan;M
rjuVnjSrPhmd3IdCOTnQADLuuZ7OSZYYxDfyRyrOFSM;2010-03-24;3B;F
rUlu9KTZhTbmonwiYlkSmE7xI0-0aJq2FKLqYE80HGU;2012-01-21;6C;M
7689lPaRquTH58PGOR5CgPsoOR7m_VyzTIVylP5huuE;2013-07-06;nan;F
SKWADw3ZDTt4N95AgyJS7u-dgb1gC6xks0a0IXLtAWM;2011-11-09;5C;F
dGqp9Isuzg85UUSqKuG2nuPwkCgedJCTtV5-GoLV2m0;2015-03-16;nan;F
yiZh_5QGR7gpU6E1kwiNtdLz9GuhFuEm1hULu3fptzY;2014-02-24;nan;M
ssFjGMOs5BDsWgqcv__KlRt68Bk0e0IovRqCzCQI_bM;2008-01-27;2A;F
3eq1lZCw1T_-HiV3qx5HiDzFS_jvnETvMjaDF7QpMR8;2012-01-07;6A;F
YNBmh-IbBDrjAAMa8OI0YINp2cZrPaFOkurShph2b8w;2008-08-20;2C;F
2qusmN-Q52_yFriAED4-fiQWhOOFgOju9xMwIBBRq7o;2012-01-24;6B;F
x-RhaHXRY6LN0RDu09Zumac75P85fYGy7jMF9s4UwoA;2008-10-13;2B;M
0LzJSRzLAkgcwFlxIoBdjAVypUO5_iMEzB_0GFdVdMY;2010-12-15;4B;F
IhWAoOOAx9i0ROY7HVO_bfl6C1LC_snxEdJFTUY1WMg;2012-06-14;6C;M
EZ8GI6KEbhj5-4OZ0LhPA00iEmILEFdvn14QXcThWT4;2014-05-26;nan;M
o66K6wuT0VS81ZX8_oFlhLedz_qIsTHViwkjj0SPS3s;2011-08-29;5C;M
DSv5AbWkOb1nqfn_3tur63oe0sh74mG_l7rKOpyUg7s;2016-09-07;nan;F
yqN5TdC8ciBhtWFLxxsTVHZIhtoQsYRoiFV54aOdhlI;2016-09-29;nan;F
nwtcWpNoPtmSUHK5I7g4BgHZrfkIGmFoBeGtBcLrJO4;2017-10-05;nan;M
0WygQjv0VTwsHjQtqhOlIOsEn1im5yIFvEd0zELsG7E;2015-05-22;nan;F
D7mWLBFt9--qOt9QSXk_9hJBbWFytA21N1H0DvRG1r0;2017-07-14;nan;M
KT4b7Uzob5pJEYNnqCvfeCRic4rEPEPTWFrb0kpwKw0;2012-10-09;6A;M
xsUkU3fltc1MdHExPJosXu1zUIQcyDEwZ7mN6RZ_BoM;2010-03-15;3B;F
f-JAnUKpEjoZvBT7uCnWHaOm3KTDTF7CyGAUJZYiqfI;2007-10-04;1A;F
B30RLAuR7EpyEFJaWiCeYqb76TB2sbdosHpJ18WdtjI;2012-06-06;6C;F
0s3jSuf4b9jpiyEiahxcP7axNjzh0Y1X86OD-OqpXPA;2010-08-15;4C;M
dKYZ9KXmx5Ef32hK11hp33iEPByvlKKFRI1z4wJR4do;2017-03-27;nan;F
eABFkYXbLomfyZZz07CeDtvdPoDXF3LiJa0j1wLQ_H0;2007-06-30;1A;M
GDDietQJISvCsR3bK7Hz_EofL5x2lA2XMV9zVe9YYqg;2008-01-02;1A;F
BLa3p_eiISSBdv6nJfXWXWoD72Q7YiK1uYJwjlJz9Jc;2007-11-19;1A;M
AsUuWNCp2d2evAU0HKDP4859uw_XwdpsK6XJ5Y2H9sY;2014-11-22;nan;F
6jEoT3pv-1HDslRgN2WVReag0gIH7DwUosAUbY7_QO0;2009-01-21;3A;M
9x18VLsZt_XDiXIA6FE28LY_FoNPhFr_8ePplgyLht8;2013-07-22;nan;M
9OJQdDVF08zIKyazCUDDCPSx6mFKDc1A5Mmy0ARqtyw;2010-05-14;4A;M
b_WWq_2PamPO_FUPUK6au9sumiXf-zinwo9L5nr53GA;2009-04-30;nan;M
yZvnIoewAgAADrRWMJchP7k4DSuO8-r3Ordv9HBp4zI;2009-02-07;3C;F
2GOQP4QBOXhn-w8FY3MBtM-PpwfhzPWKKc46TFacXWw;2012-09-26;6B;F
V2GiFCul42pl0PmgZgikbf-os7aUUX7UI9H-zLHs-Vc;2011-09-30;5A;M
uQQmAs-xfzzSi3t779ov5rn8Ab61IphxWYxNUI51K-I;2009-08-11;3B;F
3sSVrgiJGdgbJxCTz60LVpWBG3pPhXPRcyDt6sqrDxw;2007-04-15;nan;M
wIhfZ_WvGvMJnMHDzvYZu7eisydRHGzu3BeUAhjkpp4;2008-09-15;nan;M
Do1tqBCh--ZHI6DpqkBRUPVah0AdcfR-A2Nvp1Xb5Ys;2015-12-25;nan;M
AHHdt_ZnU2EZrFs1c6vriesSFI8GwBnPlh7YUYQbeJI;2008-03-11;2C;F
vYxrIIaYKGYhGliJIpOsVCBmmg7GUmDypzDmkEsTkFw;2012-04-30;nan;M
IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;2007-09-07;1A;F
T9ula7fTWZtMFGxR6Vrznq4dtOAPVIa9MB5qDKRA9vo;2015-03-02;nan;M
WJgDTuwL0T-4OwjjlXyXhTdHxYUyCKi7_9OLgfOzt1w;2017-09-09;nan;F
dCqc3JW_nfeAXFM6epp2XfTQd_MIhKr9yySxuAx7MI4;2008-10-09;2A;F
wSyw5s6KdM4ay7kp44Gd-sswqn72jMHnYT19xwiEvp0;2010-02-24;4A;M
Le-08H1cTc1iW9jCS0wNnVpfaUiq1JVaFPkuu-0vbPA;2012-04-23;6B;M
16YEqNkBiNkFAEWl7nNojK2nqAvn0YKJZw4kN2QlSuI;2009-02-28;3A;F
D-H5a7Qp9mw-1fNMLUSnF6gBBuMEndddzmZ7asqOU10;2006-06-25;Terminale;F
JOKnLfYAzid07orDb2HYjghsTJ1seZLa7jMUe4PHmnM;2012-05-05;nan;M
0KHTJItmdfLGFbgTsSEp4Av7IwjIaLlQycaDrCIkHns;2012-08-16;6C;F
az1kqS5_WbklauIId1x0ZuWzBdjAaPfCtXWZ_iAjhq0;2013-10-28;nan;F
D-HnWq73AlwlZQL3gNvj_gF6dNzvlOwjdqgbuHLF1Ww;2012-02-15;5A;F
tB1WoF74Td9BuewhaaNQ6bqQTiU2q5QMuK-wBAgEb_0;2017-05-04;nan;M
lvjAc8p_kBO189kNhSnH48OdXyXI7nmGYIJ745uhRyU;2007-07-26;1B/C;M
1JMGMHj9u5ty0mfMr-cm694e6Gethh9wuZXJpuh3ewA;2012-08-23;6C;F
G4BiS5VvQ9WiNOvxFao9ypZmuZV20NLRpJJOzSrJQJ0;2010-06-23;nan;M
QaemgEUy2vgaHoOvItHs33dUPEi5gMTb_MNMcKfDY_U;2016-09-08;nan;F
GrWlHNcc-SXgXAIjrlQdGdQih2VOSEjE-E6r_yqDnXw;2010-07-31;4C;F
rHVkvMiOtkaavMdrPkPH797QNLDDlhOYWYG_ttmwcuo;2013-04-04;nan;M
Tr9Y-2Hov4Zs1K_HKFADyV6CJqcTqG1jlW3ZJuE_S4Y;2016-01-26;nan;F
HbfSqhVu_zM5b06WkcPuHGXMvzaF651XmBI_1kyCKKc;2014-10-18;nan;F
53h5czvm_eRrOsyHhynUg0si2FOz9m3MIylFqYi1PO4;2009-09-18;3C;F
piTjDzFhdq7TF3uc8GFpc0l7HGWEp9Cw1STqtUAdy4c;2008-02-27;2C;M
mpxiJjtATzCIPkIGHqFIni8n8EBzwVjbLQctYN-iSqI;2017-01-12;nan;M
vhJ4ocOYf5DArnBM8fJwAUtQNEpx4e62TrcORGJ72jY;2013-05-20;nan;F
cuISFgmg4GZvz368mzW2OlRi9wPLxtQxzBk8PYYF4rc;2011-11-11;5A;M
VIWlqyKKg-Kt6Li3O1OOBi4VIr0hKvZSFYJs9dZfXXM;2007-07-13;1B/C;M
xA896d0e-bL8Jd9jWmmom8KaYtGJIoDNCAO4C-gFlfU;2010-01-27;4C;F
JuL-V_MNPlHxqX6_y9n9PbWEy2gSgPvzTO2C7gsif40;2012-09-06;6C;F
SwLsoT5olRyjHTxXFMRoBoH2qJNiSDtj21pfWis_oUw;2012-09-06;6B;M
ey_V6tZf6zWxdFGCrPfUvWJqySfhq--NkCLuuW7FTC8;2013-02-23;nan;M
uVu5Jv-y2anDkjh-kTm6d9VivmuTVOnpfK5xTr0GQSQ;2012-01-21;6C;M
YmmMsIgLkgh7QaB8nYAn8okf83868cMDGDp6rWz2nzc;2010-12-16;4B;M
P2_67ZQgGTKJkUF1ie-4F2dklYxngRCLrrLBXY5xps4;2011-02-21;4C;M
g2kfN_2hqdmtCmf1vcLeWpXpo3Vn77nX9i_khI_7haQ;2011-06-20;5C;M
uUaQxu4F6wnSSqh3U_3MD25buuPNBpimUtK9CVSCO5w;2012-11-03;6A;M
f65zTot84WJ2vIsRcDt_NldMNd44TsYn_LesggsRDU4;2011-12-01;5C;M
-YFmqgZVsV2oUpgKhxn0cE4yjWFy3gbRBTnDCuWC4Yg;2012-12-12;6B;M
Snyv0ZAjku28cOyPqfMpSqd2me5RfHlcW4dIOtbbHDk;2011-05-19;5B;M
co8N6VwfpHJ2sd3L1gBdROgckHxbqa2NklCUf2dPIxA;2013-09-21;nan;M
FoXx4vwjpX6GqgT1APBVqD7hPRW4XyrgLwG7Rr5-DJY;2012-05-25;6C;M
tV-DiOlojq4oXspToXr4YMkXvQRCsyyEE5xHXlUBSwo;2017-08-25;nan;F
TBp1ADI76uiZndTTPXkN-9Wud2X5D0Rd2mBCKz4nVO8;2012-06-28;nan;M
